"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Schaffhausen"	"21.05.2000 Bilaterale Abkommen mit der EU"	48137	18645	61.2
"Schaffhausen"	"12.03.2000 Verkehrshalbierungs-Initiative"	48075	6641	21.6
"Schaffhausen"	"12.03.2000 Menschenwürdige Fortpflanzung"	48075	10249	34.5
"Schaffhausen"	"12.03.2000 Quoten-Initiative"	48075	6215	20.8
"Schaffhausen"	"12.03.2000 Beschleunigungs-Initiative"	48075	9811	33.6
"Schaffhausen"	"12.03.2000 Justizreform"	48075	22944	83.8
"Schaffhausen"	"13.06.1999 Mutterschaftsversicherung"	48173	9425	30.4
"Schaffhausen"	"13.06.1999 Invalidenversicherung"	48173	7634	25.7
"Schaffhausen"	"13.06.1999 Verschreibung von Heroin"	48173	16402	53.8
"Schaffhausen"	"13.06.1999 Massnahmen Asyl- und Ausländerbereich"	48173	19931	67.7
"Schaffhausen"	"13.06.1999 Asylgesetz"	48173	20483	69.5
"Schaffhausen"	"18.04.1999 Neue Bundesverfassung"	48261	12098	41.9
"Schaffhausen"	"07.02.1999 Raumplanungsgesetz"	48299	12126	46.7
"Schaffhausen"	"07.02.1999 Wohneigentums-Initiative"	48299	11109	40.6
"Schaffhausen"	"07.02.1999 Transplantationsmedizin"	48299	21734	84.5
"Schaffhausen"	"07.02.1999 Wählbarkeit in den Bundesrat"	48299	19430	74.6
"Schaffhausen"	"29.11.1998 Arbeitsgesetz"	48445	19129	72.0
"Schaffhausen"	"29.11.1998 Vernünftige Drogenpolitik"	48445	9467	33.4
"Schaffhausen"	"29.11.1998 Getreideartikel"	48445	20083	76.5
"Schaffhausen"	"29.11.1998 Finanzierung öffentlicher Verkehr (FinöV)"	48445	16167	57.2
"Schaffhausen"	"27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter"	48432	13608	42.2
"Schaffhausen"	"27.09.1998 Kleinbauern-Initiative"	48432	7759	24.3
"Schaffhausen"	"27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA)"	48432	18395	55.8
"Schaffhausen"	"07.06.1998 S.o.S.-Initiative"	48469	8010	28.5
"Schaffhausen"	"07.06.1998 Gen-Schutz-Initiative"	48469	10590	36.0
"Schaffhausen"	"07.06.1998 Haushaltsziel 2001"	48469	19749	72.1
"Schaffhausen"	"28.09.1997 Jugend ohne Drogen"	48485	8927	29.8
"Schaffhausen"	"28.09.1997 Finanzierung der Arbeitslosenversicherung"	48485	15676	54.5
"Schaffhausen"	"08.06.1997 Aufhebung Pulverregal"	48397	21067	82.7
"Schaffhausen"	"08.06.1997 Kriegsmaterial-Initiative"	48397	5176	18.8
"Schaffhausen"	"08.06.1997 EU-Beitrittsverhandlungen vors Volk"	48397	7581	27.8
"Schaffhausen"	"01.12.1996 Arbeitsgesetz"	48520	11396	37.4
"Schaffhausen"	"01.12.1996 Gegen die illegale Einwanderung"	48520	16471	53.8
"Schaffhausen"	"09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz"	48548	6721	28.9
"Schaffhausen"	"09.06.1996 Landwirtschaftsartikel"	48548	19063	79.5
"Schaffhausen"	"10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze"	48630	10903	40.2
"Schaffhausen"	"10.03.1996 Übernahme von Branntwein und Brennapparaten"	48630	20103	77.8
"Schaffhausen"	"10.03.1996 Persönliche militärische Ausrüstung"	48630	7502	27.1
"Schaffhausen"	"10.03.1996 Übertritt Vellerat zum Kanton Jura"	48630	24231	90.4
"Schaffhausen"	"10.03.1996 Sprachenartikel"	48630	20528	75.8
"Schaffhausen"	"25.06.1995 Erwerb von Grundstücken durch Ausländer"	48704	10931	39.1
"Schaffhausen"	"25.06.1995 Ausbau von AHV und IV"	48704	8853	31.5
"Schaffhausen"	"25.06.1995 10. AHV-Revision"	48704	16615	58.1
"Schaffhausen"	"12.03.1995 Ausgabenbremse"	48672	22588	79.8
"Schaffhausen"	"12.03.1995 Landwirtschaftsgesetz"	48672	8508	29.2
"Schaffhausen"	"12.03.1995 Milchwirtschaftsbeschluss"	48672	10488	35.8
"Schaffhausen"	"12.03.1995 Landwirtschaftsartikel"	48672	12942	44.0
"Schaffhausen"	"04.12.1994 Zwangsmassnahmen im Ausländerrecht"	48717	22314	74.5
"Schaffhausen"	"04.12.1994 Für eine gesunde Krankenversicherung"	48717	6169	20.7
"Schaffhausen"	"04.12.1994 Krankenversicherungsgesetz"	48717	12885	43.0
"Schaffhausen"	"25.09.1994 Antirassismusgesetz"	48765	16207	50.4
"Schaffhausen"	"25.09.1994 Aufhebung Brotgetreideverbilligung"	48765	20307	67.3
"Schaffhausen"	"12.06.1994 UNO-Blauhelme"	48682	10454	32.3
"Schaffhausen"	"12.06.1994 Erleichterte Einbürgerung für junge Ausländer"	48682	15420	48.1
"Schaffhausen"	"12.06.1994 Kulturförderungsartikel"	48682	13313	41.3
"Schaffhausen"	"20.02.1994 Luftfahrtgesetz"	48706	16315	54.4
"Schaffhausen"	"20.02.1994 Alpen-Initiative"	48706	17445	55.2
"Schaffhausen"	"20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe"	48706	19552	63.2
"Schaffhausen"	"20.02.1994 Weiterführung Schwerverkehrsabgabe"	48706	21452	68.6
"Schaffhausen"	"20.02.1994 Weiterführung Autobahnvignette"	48706	21906	69.5
"Schaffhausen"	"28.11.1993 Verminderung Tabakprobleme"	48833	8162	25.0
"Schaffhausen"	"28.11.1993 Verminderung Alkoholprobleme"	48833	7755	23.8
"Schaffhausen"	"28.11.1993 Besondere Verbrauchssteuern"	48833	18372	58.8
"Schaffhausen"	"28.11.1993 Mehrwertsteuer-% für AHV"	48833	20390	65.1
"Schaffhausen"	"28.11.1993 Mehrwertsteuer Satz 6,5%"	48833	18173	58.0
"Schaffhausen"	"28.11.1993 Einführung Mehrwertsteuer"	48833	20584	65.7
"Schaffhausen"	"26.09.1993 Massnahmen in der Arbeitslosenversicherung"	48823	18775	66.0
"Schaffhausen"	"26.09.1993 Befristete Massnahmen in der Krankenversicherung"	48823	23936	82.2
"Schaffhausen"	"26.09.1993 1. August-Initiative"	48823	26081	86.8
"Schaffhausen"	"26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft"	48823	15197	64.7
"Schaffhausen"	"26.09.1993 Waffenmissbrauch"	48823	24625	82.8
"Schaffhausen"	"06.06.1993 Schweiz ohne neue Kampfflugzeuge"	48762	15638	42.9
"Schaffhausen"	"06.06.1993 40 Waffenplätze sind genug"	48762	15373	42.1
"Schaffhausen"	"07.03.1993 Abschaffung der Tierversuche"	48779	10367	30.5
"Schaffhausen"	"07.03.1993 Aufhebung Spielbankenverbot"	48779	23643	69.5
"Schaffhausen"	"07.03.1993 Erhöhung Treibstoffzoll"	48779	19524	56.7
"Schaffhausen"	"06.12.1992 EWR-Beitritt"	48787	15810	38.5
"Schaffhausen"	"27.09.1992 Bäuerliches Bodenrecht"	48696	18131	61.0
"Schaffhausen"	"27.09.1992 Stempelabgaben"	48696	18386	60.9
"Schaffhausen"	"27.09.1992 Infrastrukturgesetz"	48696	5984	21.3
"Schaffhausen"	"27.09.1992 Entschädigungsgesetz"	48696	5514	18.8
"Schaffhausen"	"27.09.1992 Geschätsverkehrsgesetz"	48696	14198	52.4
"Schaffhausen"	"27.09.1992 Alpentransit-Beschluss (NEAT)"	48696	19891	62.8
"Schaffhausen"	"17.05.1992 Reform Sexualstrafrecht"	48484	21581	69.9
"Schaffhausen"	"17.05.1992 Zivildienst für Dienstverweigerer"	48484	26490	83.5
"Schaffhausen"	"17.05.1992 Fortpflanzungs- und Gentechnologie"	48484	22482	72.7
"Schaffhausen"	"17.05.1992 Gewässerschutz-Initiative"	48484	14066	44.7
"Schaffhausen"	"17.05.1992 Gewässerschutzgesetz"	48484	22631	71.6
"Schaffhausen"	"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods"	48484	13625	47.7
"Schaffhausen"	"17.05.1992 Beitritt zu den Institutionen von Bretton Woods"	48484	13428	46.6
"Schaffhausen"	"16.02.1992 Weg vom Tierversuch"	48458	15544	46.9
"Schaffhausen"	"16.02.1992 Krankenkasseninitiative"	48458	15299	46.6
"Schaffhausen"	"02.06.1991 Militärstrafgesetz"	48386	16765	55.2
"Schaffhausen"	"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)"	48386	13694	45.7
"Schaffhausen"	"03.03.1991 Förderung öffentlicher Verkehr"	47132	10675	40.0
"Schaffhausen"	"03.03.1991 Stimmrecht für 18-jährige"	47132	19132	70.0
"Schaffhausen"	"23.09.1990 Strassenverkehrsgesetz"	47119	14797	49.2
"Schaffhausen"	"23.09.1990 Energieartikel"	47119	19539	65.1
"Schaffhausen"	"23.09.1990 Moratorium Atomkraftwerkbau"	47119	17068	54.8
"Schaffhausen"	"23.09.1990 Ausstieg Atomenergie"	47119	13898	44.8
"Schaffhausen"	"01.04.1990 Organisation der Bundesrechtspflege"	46860	13963	49.5
"Schaffhausen"	"01.04.1990 Rebbaubeschluss"	46860	15845	54.0
"Schaffhausen"	"01.04.1990 Freie Aarelandschaft Biel-Solothurn"	46860	11068	35.3
"Schaffhausen"	"01.04.1990 Autobahnfreies Kononauer Amt"	46860	9943	31.6
"Schaffhausen"	"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon"	46860	10608	33.7
"Schaffhausen"	"01.04.1990 Begrenzung des Strassenbaus"	46860	9612	30.2
"Schaffhausen"	"26.11.1989 Pro Tempo 130/100"	46880	13480	35.4
"Schaffhausen"	"26.11.1989 Schweiz ohne Armee"	46880	12741	33.6
"Schaffhausen"	"04.06.1989 Kleinbauern-Initiative"	46675	15177	52.1
"Schaffhausen"	"04.12.1988 Begrenzung der Einwanderung"	46527	9129	27.9
"Schaffhausen"	"04.12.1988 Herabsetzung Arbeitszeit"	46527	11188	34.4
"Schaffhausen"	"04.12.1988 Gegen die Bodenspekulation"	46527	10422	32.2
"Schaffhausen"	"12.06.1988 Herabsetzung AHV-Rentenalter"	46416	11595	37.6
"Schaffhausen"	"12.06.1988 Koordinierte Verkehrspolitik"	46416	13781	45.8
"Schaffhausen"	"06.12.1987 Rothenthurm-Initiative"	46364	17792	55.7
"Schaffhausen"	"06.12.1987 Krankenversicherungsgesetz"	46364	9121	28.9
"Schaffhausen"	"06.12.1987 Bahn 2000"	46364	21439	66.7
"Schaffhausen"	"05.04.1987 Initiativen mit Gegenentwurf"	46164	18507	63.9
"Schaffhausen"	"05.04.1987 Rüstungsreferendum"	46164	12281	40.2
"Schaffhausen"	"05.04.1987 Ausländergesetz"	46164	17639	60.8
"Schaffhausen"	"05.04.1987 Asylgesetz"	46164	18887	63.0
"Schaffhausen"	"07.12.1986 Besteuerung Schwerverkehr"	45879	9744	33.1
"Schaffhausen"	"07.12.1986 Mieterschutz"	45879	15890	54.9
"Schaffhausen"	"28.09.1986 Zuckerbeschluss"	45927	11534	38.3
"Schaffhausen"	"28.09.1986 Berufsbildung und Umschulung"	45927	5056	17.2
"Schaffhausen"	"28.09.1986 Gegenentwurf zur Kulturinitiative"	45927	10616	44.1
"Schaffhausen"	"28.09.1986 Kulturinitiative"	45927	3899	15.4
"Schaffhausen"	"16.03.1986 UNO-Beitritt"	45667	7293	21.8
"Schaffhausen"	"01.12.1985 Abschaffung der Vivisektion"	45515	8499	29.1
"Schaffhausen"	"22.09.1985 Neues Eherecht"	45444	14758	46.6
"Schaffhausen"	"22.09.1985 Innovationsrisikogarantie"	45444	10089	34.4
"Schaffhausen"	"22.09.1985 Koordination Schuljahresbeginn"	45444	12514	40.2
"Schaffhausen"	"09.06.1985 Selbstversorgung mit Brotgetreide"	45288	11175	43.1
"Schaffhausen"	"09.06.1985 Neuverteilung Alkoholabgabe"	45288	18074	71.5
"Schaffhausen"	"09.06.1985 Kantonsanteil Stempelabgaben"	45288	16688	66.2
"Schaffhausen"	"09.06.1985 Recht auf Leben"	45288	6105	21.9
"Schaffhausen"	"10.03.1985 Verlängerung bezahlte Ferien"	45236	9654	34.4
"Schaffhausen"	"10.03.1985 Ausbildungsbeiträge"	45236	13836	52.5
"Schaffhausen"	"10.03.1985 Beiträge Gesundheitswesen"	45236	14271	54.3
"Schaffhausen"	"10.03.1985 Beiträge Primarschulunterricht"	45236	16248	61.8
"Schaffhausen"	"02.12.1984 Hilfe für Opfer von Gewaltverbrechen"	45061	26019	86.8
"Schaffhausen"	"02.12.1984 Radio- und Fernsehartikel"	45061	19060	70.3
"Schaffhausen"	"02.12.1984 Mutterschutz-Initiative"	45061	5278	17.3
"Schaffhausen"	"23.09.1984 Umweltgerechte Energieversorgung"	45015	13373	42.7
"Schaffhausen"	"23.09.1984 Zukunft ohne neue Atomkraftwerke"	45015	12845	40.8
"Schaffhausen"	"20.05.1984 Gegen den Ausverkauf der Heimat"	44884	18008	58.4
"Schaffhausen"	"20.05.1984 Banken-Initiative"	44884	10404	33.5
"Schaffhausen"	"26.02.1984 Zivildienst-Initiative"	44757	11641	34.0
"Schaffhausen"	"26.02.1984 Einführung Autobahnvignette"	44757	19047	55.8
"Schaffhausen"	"26.02.1984 Erhebung Schwerverkehrsabgae"	44757	20398	59.8
"Schaffhausen"	"04.12.1983 Erleichterung Einbürgerungen"	44585	14197	48.8
"Schaffhausen"	"04.12.1983 Bürgerrechtsregelung"	44585	18121	63.0
"Schaffhausen"	"27.02.1983 Energieartikel"	44239	12811	45.7
"Schaffhausen"	"27.02.1983 Neuregelung Treibstoffzölle"	44239	12773	44.1
"Schaffhausen"	"28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative"	44130	4236	17.8
"Schaffhausen"	"28.11.1982 Preisüberwachungs-Initiative"	44130	15459	55.7
"Schaffhausen"	"06.06.1982 Ausländergesetz"	43928	13488	48.5
"Schaffhausen"	"06.06.1982 Strafgesetzbuch"	43928	17268	61.5
"Schaffhausen"	"29.11.1981 Weiterführung Finanzordnung"	43704	18213	68.5
"Schaffhausen"	"14.06.1981 Konsumentenschutzartikel"	43514	16236	58.3
"Schaffhausen"	"14.06.1981 Gleichstellung von Mann und Frau"	43514	16673	58.3
"Schaffhausen"	"05.04.1981 Neue Ausländerpolitik"	43399	4453	15.2
"Schaffhausen"	"30.11.1980 Brotgetreideordnung"	43271	19953	70.3
"Schaffhausen"	"30.11.1980 Alkoholeinnahmen"	43271	21524	76.6
"Schaffhausen"	"30.11.1980 Kantonsanteil Stempelabgaben"	43271	19706	70.4
"Schaffhausen"	"30.11.1980 Gurten- und Schutzhelmobligatorium"	43271	19657	64.2
"Schaffhausen"	"02.03.1980 Neuordnung Landesversorgung"	42981	23165	84.9
"Schaffhausen"	"02.03.1980 Trennung Kirche und Staat"	42981	8188	28.3
"Schaffhausen"	"20.05.1979 Atomgesetz"	42754	20015	69.6
"Schaffhausen"	"20.05.1979 Umsatz- und direkte Bundessteuer"	42754	9621	33.1
"Schaffhausen"	"18.02.1979 Volksrechte und Atomsicherheit"	42676	14368	45.4
"Schaffhausen"	"18.02.1979 Gegen Suchtmittelreklame"	42676	12435	39.1
"Schaffhausen"	"18.02.1979 Fuss- und Wanderwege"	42676	23883	75.4
"Schaffhausen"	"18.02.1979 Stimmrecht für 18-Jährige"	42676	13322	41.5
"Schaffhausen"	"03.12.1978 Berufsbildungsgesetz"	42518	17970	60.8
"Schaffhausen"	"03.12.1978 Sicherheitspolizei"	42518	14326	47.2
"Schaffhausen"	"03.12.1978 Tierschutzgesetz"	42518	23975	79.5
"Schaffhausen"	"03.12.1978 Milchwirtschaftsbeschluss"	42518	21468	73.5
"Schaffhausen"	"24.09.1978 Gründung des Kantons Jura"	42525	22951	79.2
"Schaffhausen"	"28.05.1978 12 autofreie Sonntage"	42489	10633	33.9
"Schaffhausen"	"28.05.1978 Hochschulförderung"	42489	14841	48.7
"Schaffhausen"	"28.05.1978 Schwangerschaftsabbruch"	42489	9625	33.0
"Schaffhausen"	"28.05.1978 Zolltarifgesetz"	42489	16312	57.6
"Schaffhausen"	"28.05.1978 Zeitgesetz"	42489	13237	43.1
"Schaffhausen"	"26.02.1978 Konjunkturartikel"	42450	17935	68.0
"Schaffhausen"	"26.02.1978 Herabsetzung AHV-Alter"	42450	6954	23.4
"Schaffhausen"	"26.02.1978 9. AHV-Revision"	42450	19546	67.0
"Schaffhausen"	"26.02.1978 Mitbestimmung im Nationalstrassenbau"	42450	9931	34.5
"Schaffhausen"	"04.12.1977 Ausgleich des Bundeshaushaltes"	42466	17165	65.3
"Schaffhausen"	"04.12.1977 Ziviler Ersatzdienst"	42466	8842	32.0
"Schaffhausen"	"04.12.1977 Politische Rechte"	42466	15154	59.3
"Schaffhausen"	"04.12.1977 Reichtumssteuer-Initiative"	42466	12323	43.9
"Schaffhausen"	"25.09.1977 Fristenlösungs-Initiative"	42417	15840	52.4
"Schaffhausen"	"25.09.1977 Unterschriftenzahl für Initiativen"	42417	15458	53.2
"Schaffhausen"	"25.09.1977 Unterschriftenzahl für Referenden"	42417	16053	54.3
"Schaffhausen"	"25.09.1977 Albatrosinitiative"	42417	10516	35.5
"Schaffhausen"	"25.09.1977 Gegenentwurf zur Mieterschutzinitiative"	42417	12676	50.6
"Schaffhausen"	"25.09.1977 Mieterschutzinitiative"	42417	11927	42.3
"Schaffhausen"	"12.06.1977 Steuerharmonisierung"	42408	18254	61.6
"Schaffhausen"	"12.06.1977 Umsatz- und direkte Bundessteuer"	42408	10730	35.6
"Schaffhausen"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)"	42410	16157	68.2
"Schaffhausen"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)"	42410	5470	22.8
"Schaffhausen"	"13.03.1977 Beschränkung der Einbürgerungen"	42410	9227	32.0
"Schaffhausen"	"13.03.1977 IV. Ueberfremdungsinitiative"	42410	7462	26.2
"Schaffhausen"	"05.12.1976 40-Stunden-Woche"	42282	6730	22.9
"Schaffhausen"	"05.12.1976 Preisüberwachung"	42282	23480	82.3
"Schaffhausen"	"05.12.1976 Geld- und Kreditpolitik"	42282	17205	67.0
"Schaffhausen"	"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder"	42349	6704	24.2
"Schaffhausen"	"26.09.1976 Radio- und Fernsehartikel"	42349	9906	36.8
"Schaffhausen"	"13.06.1976 Neukonzeption Arbeitslosenversicherung"	42241	21143	76.5
"Schaffhausen"	"13.06.1976 IDA-Darlehen"	42241	10399	37.7
"Schaffhausen"	"13.06.1976 Raumplanungsgesetz"	42241	12914	46.4
"Schaffhausen"	"21.03.1976 Steuerinitiative"	42222	11839	42.6
"Schaffhausen"	"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative"	42222	10228	39.2
"Schaffhausen"	"21.03.1976 Mitbestimmung der Arbeitnehmer"	42222	9408	34.4
"Schaffhausen"	"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte"	42081	13408	50.3
"Schaffhausen"	"07.12.1975 Wasserwirtschaft"	42081	20137	78.4
"Schaffhausen"	"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung"	42081	19667	74.0
"Schaffhausen"	"08.06.1975 Erschwerung Ausgabenbeschlüsse"	41875	21310	75.5
"Schaffhausen"	"08.06.1975 Erhöhung Steuereinnahmen"	41875	12666	44.1
"Schaffhausen"	"08.06.1975 Generalzolltarif"	41875	12328	43.8
"Schaffhausen"	"08.06.1975 Finanzierung der Nationalstrassen"	41875	12986	45.7
"Schaffhausen"	"08.06.1975 Schutz der Währung"	41875	23006	80.8
"Schaffhausen"	"02.03.1975 Konjunkturartikel"	41793	10068	38.2
"Schaffhausen"	"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)"	41790	13180	53.5
"Schaffhausen"	"08.12.1974 Soziale Krankenversicherung (Initiative)"	41790	6341	24.2
"Schaffhausen"	"08.12.1974 Erschwerung Ausgabenbeschlüsse"	41790	19693	74.3
"Schaffhausen"	"08.12.1974 Verbesserung Bundeshaushalt"	41790	15246	56.8
"Schaffhausen"	"20.10.1974 Gegen die Überfremdung"	41835	9747	29.3
"Schaffhausen"	"02.12.1973 Tierschutzartikel"	41620	22481	86.6
"Schaffhausen"	"02.12.1973 Steuerwirksame Abschreibungen"	41620	15595	62.3
"Schaffhausen"	"02.12.1973 Stabilisierung des Baumarktes"	41620	16973	65.7
"Schaffhausen"	"02.12.1973 Massnahmen im Kreditwesen"	41620	15376	60.5
"Schaffhausen"	"02.12.1973 Preisüberwachung"	41620	14199	54.3
"Schaffhausen"	"20.05.1973 Jesuiten- und Klosterartikel"	41437	11765	45.1
"Schaffhausen"	"04.03.1973 Forschungsartikel"	41461	14725	61.2
"Schaffhausen"	"04.03.1973 Bildungsartikel"	41461	10603	45.9
"Schaffhausen"	"03.12.1972 Abkommen mit der EWG"	41259	20875	71.9
"Schaffhausen"	"03.12.1972 Einführung Volkspension (Gegenentwurf)"	41259	22244	80.8
"Schaffhausen"	"03.12.1972 Einführung Volkspension (Initiative)"	41259	5046	18.9
"Schaffhausen"	"24.09.1972 Waffenausfuhrverbot"	41389	11842	42.1
"Schaffhausen"	"04.06.1972 Schutz der Währung"	41236	22162	89.2
"Schaffhausen"	"04.06.1972 Stabilisierung des Baumarktes"	41236	19853	80.2
"Schaffhausen"	"05.03.1972 Mieterschutz"	41097	23414	87.0
"Schaffhausen"	"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative"	41097	15666	65.1
"Schaffhausen"	"05.03.1972 Förderung des Wohnungsbaues"	41097	7570	29.6
"Schaffhausen"	"06.06.1971 Weiterführung der Finanzordnung"	40702	21019	73.6
"Schaffhausen"	"06.06.1971 Umweltschutz"	40702	28405	94.7
"Schaffhausen"	"07.02.1971 Frauenstimmrecht"	18875	8252	56.7
"Schaffhausen"	"15.11.1970 Änderung Finanzordnung"	18881	9875	72.9
"Schaffhausen"	"27.09.1970 Wohnungs- und Familienschutz"	18874	6088	45.4
"Schaffhausen"	"27.09.1970 Förderung von Turnen und Sport"	18874	10868	80.1
"Schaffhausen"	"07.06.1970 Gegen die Überfremdung"	18814	6587	40.3
"Schaffhausen"	"01.02.1970 Inländische Zuckerwirtschaft"	18742	5728	43.0
"Schaffhausen"	"14.09.1969 Bodenrecht"	18746	6722	51.0
"Schaffhausen"	"01.06.1969 Eidg. technische Hochschulen"	18699	3671	29.2
"Schaffhausen"	"19.05.1968 Tabakbesteuerung"	18591	6722	50.3
"Schaffhausen"	"18.02.1968 Steueramnestie"	18661	9676	71.6
"Schaffhausen"	"02.07.1967 Gegen die Bodenspekulation"	18597	5336	41.5
"Schaffhausen"	"16.10.1966 Bekämpfung des Alkoholismus"	18470	4372	31.5
"Schaffhausen"	"16.10.1966 Auslandschweizerartikel"	18470	9122	70.3
"Schaffhausen"	"16.05.1965 Milchbeschluss"	18253	7356	59.6
"Schaffhausen"	"28.02.1965 Massnahmen Bauwirtschaft"	18162	7295	50.6
"Schaffhausen"	"28.02.1965 Massnahmen Kreditwesen"	18162	7494	52.0
"Schaffhausen"	"06.12.1964 Preiskontrollmassnahmen"	18180	10710	83.7
"Schaffhausen"	"24.05.1964 Berufsbildungsgesetz"	18128	8130	66.9
"Schaffhausen"	"02.02.1964 Steueramnestie"	18067	6710	51.9
"Schaffhausen"	"08.12.1963 Stipendien und Ausbildungsbeihilfen"	18048	9809	81.7
"Schaffhausen"	"08.12.1963 Weiterführung Finanzordnung"	18048	9795	81.7
"Schaffhausen"	"26.05.1963 Volksrecht und Atomwaffen"	17982	5505	41.1
"Schaffhausen"	"04.11.1962 Wahl des Nationalrates"	18093	8466	71.8
"Schaffhausen"	"27.05.1962 Taggelder des Nationalrates"	17941	3830	30.9
"Schaffhausen"	"27.05.1962 Natur- und Heimatschutz"	17941	10375	88.8
"Schaffhausen"	"01.04.1962 Verbot der Atomwaffen"	17949	4004	28.9
"Schaffhausen"	"03.12.1961 Uhrenstatut"	17923	8357	63.7
"Schaffhausen"	"22.10.1961 Einführung Gesetzesinitiative"	17917	4825	39.3
"Schaffhausen"	"05.03.1961 Treibstoffzoll für Nationalstrassenbau"	17821	8236	56.4
"Schaffhausen"	"05.03.1961 Leitungsanlagen für Treibstoffe"	17821	10504	76.1
